1,76,40.954435,-74.066724
2,38,40.7469391,-73.99345077
3,136,40.71788828,-74.00566835
4,136,40.75029681,-73.97506714
5,136,40.71583865,-73.95895728
6,95,40.739974,-73.99475922
7,190,40.73183206,-74.00324643
8,82,40.81219813,-74.013127
9,195,40.72751054,-74.00728086
10,39,40.763921,-73.771199
11,67,40.66094629,-73.72244126
12,22,40.7656055,-73.9874249
13,3,40.87291084,-73.918512
14,184,40.80685816,-73.98961544
15,154,40.75576433,-73.98581223
16,36,40.67393183,-73.72732594
17,217,40.742451,-74.00048
18,155,40.74673676,-73.98262024
19,3,40.738098,-74.00417
20,22,40.743736,-74.006375
21,22,40.75625012,-73.96771611
22,220,40.77166717,-73.83479887
23,2,40.64925721,-73.78267765
24,114,40.72554094,-73.74190168
25,105,40.65062473,-73.76847267
26,33,40.80023122,-73.82881165
27,22,40.728921,-73.984698
28,114,40.71448092,-73.87130988
29,92,40.72270549,-73.99819851
30,22,40.67312,-73.989684
31,22,40.87257484,-73.82610874
32,222,40.67838332,-73.94846453
33,66,40.8246821,-73.98430285
34,15,40.75679142,-73.99380657
35,90,40.7003194,-73.90386398
36,210,40.71615148,-74.04504865
37,22,40.74028677,-74.0071833
38,164,40.72674978,-74.0502912
39,3,40.72360525,-73.95165604
40,159,40.66875802,-73.97030354
41,184,40.719385,-73.952769
42,83,40.77506559,-73.96882296
43,122,40.76289049,-73.97402957
44,11,40.74551924,-73.94743129
45,166,40.77348003,-73.982059
46,217,40.742949,-73.919404
47,72,40.73184425,-74.04210091
48,53,40.72004379,-74.04286721
49,73,40.77821865,-73.98549084
50,107,40.77424773,-73.9816284
51,53,40.80798044,-73.94569774
52,38,40.736827,-73.986909
53,206,40.72589282,-73.99467945
54,149,40.71427456,-73.95585773
55,3,40.75653417,-73.99421403
56,125,40.6946472,-73.95236492
57,159,40.74275762,-73.88231497
58,53,40.75200362,-73.97566795
59,66,40.67638702,-73.7418356
60,123,40.735074,-73.993108
61,136,40.77964891,-73.95058838
62,206,40.64432414,-73.96453142
63,135,40.723435,-73.951738
64,154,40.7498523,-73.97285299
65,22,40.737661,-74.031302
66,225,40.77554058,-73.95642024
67,24,40.75516499,-73.92498404
68,145,40.91193999,-73.77949835
69,207,40.72901832,-73.98834314
70,98,40.94251513,-74.1485712
71,38,40.76323494,-73.97267461
72,73,40.74847436,-73.98475624
73,222,40.631426,-73.99549216
74,217,40.7463221,-73.89928796
75,154,40.72773425,-74.00777436
76,149,40.74972602,-74.02677327
77,145,40.79340869,-74.25605536
78,149,40.72215257,-73.98682594
79,23,40.57882457,-74.07686234
80,136,40.70838587,-74.00035446
81,73,40.89857237,-73.85452111
82,51,40.79517525,-74.19407739
83,76,40.73213693,-74.03828144
84,3,40.58384344,-73.943327
85,21,40.87976474,-74.11872842
86,72,40.80023122,-73.99446487
87,24,40.68592592,-73.97349393
88,218,40.73149467,-74.00541012
89,124,40.78279988,-73.9734149
90,219,40.72167458,-73.98838905
